97	64
72	65
87	61
87	55
58	102
65	82
84	85
40	112
59	141
110	66
88	62
76	65
72	88
52	104
46	126
107	87
106	87
58	61
99	75
130	112
93	74
76	125
90	107
98	76
73	68
71	87
66	71
100	78
64	78
79	75
65	112
99	92
56	69
59	71
57	59
69	74
123	61
116	58
95	53
106	82
95	55
67	89
101	57
46	119
113	90
42	85
73	69
72	88
111	62
97	68
69	88
120	79
88	93
46	104
69	108
74	79
70	114
81	103
57	80
52	99
120	62
54	86
34	51
72	77
106	87
76	92
61	60
88	68
88	70
104	80
111	86
38	71
69	85
71	112
92	93
89	133
77	72
53	60
51	89
59	95
45	138
80	73
49	80
115	90
85	73
91	64
50	73
94	68
72	73
55	68
62	99
43	126
79	75
63	85
90	88
66	85
139	69
72	133
33	74
104	37
63	78
99	72
61	82
71	116
57	98
68	101
77	96
80	76
79	100
103	100
91	68
71	106
63	82
71	85
115	59
56	67
82	73
71	77
69	96
77	71
51	93
66	41
81	37
103	70
79	75
74	107
63	67
66	76
150	58
101	44
122	31
55	71
105	100
73	112
94	74
78	77
69	62
53	84
81	86
57	84
151	56
67	94
66	74
97	49
96	75
63	101
75	99
75	122
51	52
75	87
85	61
91	78
89	116
98	66
87	60
60	87
72	121
56	55
85	104
66	113
107	80
106	96
64	86
126	67
81	83
61	95
70	92
93	60
51	120
99	75
80	98
85	29
56	103
70	53
53	144
137	33
14	69
69	72
45	73
80	90
95	42
68	78
74	75
114	48
87	55
58	144
82	88
126	65
48	118
65	76
64	109
83	88
61	129
105	67
127	55
87	121
55	82
67	110
61	116
61	51
55	113
112	65
68	88
83	80
66	85
56	52
25	114
