95	121
87	99
82	107
60	110
39	55
67	101
51	133
97	94
115	86
82	118
43	95
101	67
95	79
90	106
100	74
121	70
94	71
118	117
100	76
92	97
86	123
96	68
87	103
104	55
89	102
80	95
83	104
106	58
51	82
17	110
86	79
59	139
30	116
84	106
48	115
56	103
85	75
73	73
79	69
54	108
84	50
70	98
76	71
102	56
52	101
59	80
86	69
102	69
43	77
62	110
54	89
108	72
89	81
113	70
32	93
72	81
90	67
60	102
70	125
68	66
33	110
106	67
121	114
79	71
86	61
78	91
146	77
90	95
59	89
93	107
82	72
66	45
26	63
82	42
69	112
50	84
52	111
100	72
159	50
83	130
73	129
55	90
77	105
67	49
95	60
45	73
75	60
86	58
55	146
61	91
100	51
61	64
121	36
88	101
114	43
87	141
77	138
97	81
58	72
59	96
26	134
126	55
84	62
68	71
133	91
75	132
57	72
103	46
80	78
32	88
83	65
80	52
65	75
43	96
109	82
77	75
59	79
67	93
101	103
90	69
78	88
84	95
99	60
119	117
119	64
108	125
71	59
56	103
55	120
50	86
48	102
122	59
58	95
75	86
78	62
97	112
52	116
98	65
69	119
77	79
95	51
102	67
50	59
104	98
111	57
64	130
88	64
70	99
98	100
93	88
124	52
46	100
80	58
66	109
77	105
78	120
61	86
90	77
79	44
41	81
112	53
78	34
82	85
103	107
107	104
93	96
103	68
71	73
151	46
84	142
47	143
79	122
60	71
125	51
62	58
73	104
92	106
92	85
72	101
87	78
73	81
64	115
25	158
80	60
80	76
78	74
66	49
108	91
77	86
111	89
40	142
95	98
76	67
83	74
165	61
98	72
57	102
117	94
64	95
46	75
79	30
70	86
104	71
59	69
97	58
55	121
74	79
