132	89
100	86
110	82
120	90
98	96
91	116
136	93
91	147
115	73
80	99
87	110
113	89
58	160
97	116
111	84
111	112
64	86
56	145
80	79
109	67
65	76
97	126
73	89
100	83
76	107
42	57
53	139
65	91
89	86
106	104
81	112
88	153
108	82
69	55
119	67
134	48
47	137
90	122
153	86
62	67
105	63
126	88
75	125
75	88
82	100
73	75
130	55
78	97
150	67
62	103
94	107
112	74
107	78
64	140
85	108
86	145
79	56
97	87
99	124
75	80
81	135
79	116
94	91
61	69
75	113
66	85
99	102
107	66
93	110
72	70
110	38
120	78
81	104
118	68
75	78
72	90
140	60
64	125
51	86
104	90
79	81
81	75
50	90
87	122
43	143
66	81
84	129
98	90
113	96
47	98
74	96
77	80
101	117
101	66
105	85
42	88
54	111
95	79
64	121
61	131
70	71
100	104
70	83
89	72
80	71
81	121
83	73
113	56
96	82
85	86
93	62
146	86
99	96
106	107
72	74
58	84
72	103
85	50
87	80
89	77
99	118
76	63
68	68
90	82
89	80
94	118
45	104
97	97
117	80
51	118
71	138
163	78
86	82
120	88
90	82
118	57
57	127
85	88
103	88
116	70
96	83
81	112
74	44
82	62
70	91
105	132
65	88
56	110
100	48
59	101
45	64
85	93
82	112
66	72
72	76
86	98
61	63
98	65
123	58
97	127
45	113
103	103
107	61
62	97
76	84
103	89
67	90
111	57
95	103
64	93
46	130
105	57
39	143
66	80
84	142
83	100
123	80
72	96
89	116
71	98
83	80
96	79
70	59
60	81
90	57
70	77
91	104
155	51
78	127
90	99
83	99
130	79
57	138
20	135
59	103
92	107
71	100
81	122
48	84
91	40
56	121
78	76
39	98
58	125
75	136
67	103
108	60
