100	37
125	81
115	137
119	78
137	68
101	105
104	102
136	87
85	89
154	63
86	111
81	94
58	166
64	82
64	85
54	183
47	139
90	92
62	122
105	83
74	133
35	64
103	40
105	88
150	69
84	140
114	131
92	79
109	79
73	97
50	96
46	51
46	111
65	75
77	113
88	67
79	80
65	57
104	62
93	127
84	66
79	41
106	69
107	97
91	110
98	77
62	129
76	119
94	87
123	88
99	94
43	110
95	120
91	54
115	49
72	122
67	94
62	91
52	113
116	58
101	83
47	87
98	122
84	96
93	95
63	119
37	138
34	72
109	128
40	132
91	121
124	55
95	75
75	137
118	70
83	111
75	49
119	53
96	112
36	84
49	107
121	113
61	126
59	174
111	82
45	99
58	52
100	102
40	132
52	149
97	85
78	66
144	49
86	82
108	62
129	87
69	79
111	115
86	74
87	80
70	135
57	95
74	80
114	56
82	85
113	89
57	135
89	121
120	70
87	106
78	107
40	166
56	140
38	132
61	99
61	122
136	103
85	62
86	84
101	78
63	110
116	58
62	133
31	193
57	95
110	96
96	149
127	77
117	83
90	88
110	79
105	92
178	59
121	69
116	44
67	134
75	124
138	91
59	48
84	56
102	84
76	105
37	132
103	99
180	86
75	102
73	127
174	54
91	95
126	54
75	48
77	175
42	118
118	116
115	61
73	107
48	113
132	84
85	91
66	108
93	71
100	104
97	102
91	119
82	107
79	109
78	70
77	113
87	159
80	150
100	76
81	123
156	60
84	59
72	94
91	61
85	95
98	50
167	85
65	129
57	102
104	93
35	163
102	95
58	107
86	98
73	107
132	79
150	81
70	95
62	153
78	112
105	77
40	101
104	72
106	91
106	106
61	128
97	135
71	42
96	80
66	162
71	81
60	73
70	96
92	97
91	81
