81	105
86	34
57	63
74	71
76	29
73	105
54	56
62	90
51	78
36	36
47	108
69	81
54	53
35	110
46	90
80	60
79	73
49	88
71	39
33	57
71	60
37	81
79	77
44	74
29	82
70	41
67	39
64	66
41	89
67	93
51	64
52	51
46	83
47	44
54	58
73	55
63	48
43	77
52	89
48	85
38	87
54	34
79	52
49	83
46	73
27	59
73	79
34	67
63	80
53	67
46	63
26	34
51	103
57	35
93	51
88	68
92	60
23	77
64	61
91	48
62	32
78	55
51	46
50	62
64	57
53	60
73	44
62	59
45	111
53	49
48	16
90	49
83	32
89	58
91	28
50	119
48	101
64	73
61	35
49	61
42	55
41	82
57	90
88	37
41	50
78	74
59	55
72	93
72	96
50	72
35	92
93	34
32	48
62	38
73	73
25	66
31	91
53	52
44	100
40	36
54	111
33	68
49	81
32	53
60	27
52	80
58	68
19	50
73	61
65	37
48	50
49	61
35	65
87	71
61	88
72	61
47	73
91	53
49	52
72	48
28	91
83	48
45	60
29	56
46	67
39	48
34	42
78	42
66	80
42	108
47	49
47	33
47	59
52	57
43	88
65	50
57	31
99	35
29	79
79	74
72	56
76	40
73	41
46	68
49	34
30	82
68	49
77	33
61	78
57	108
69	63
74	44
61	45
42	58
54	69
64	67
76	75
49	80
32	100
46	40
82	42
50	81
