117	82
80	108
106	101
59	127
106	76
77	90
133	54
103	87
93	86
99	82
73	114
106	78
96	77
78	134
36	184
108	112
148	98
100	117
72	68
131	92
177	83
140	68
94	92
103	119
68	135
145	90
109	118
124	103
76	118
113	79
128	91
89	65
104	66
103	144
28	80
62	125
75	121
79	63
80	81
148	104
83	115
79	84
107	86
94	122
96	99
77	103
81	120
83	93
89	78
131	87
99	54
55	115
67	137
60	121
85	113
114	73
108	82
151	97
73	100
82	119
187	52
114	54
68	77
88	90
96	86
57	140
61	93
96	102
70	70
91	109
72	106
47	87
102	55
116	68
155	55
110	101
98	85
91	62
92	118
40	130
125	124
100	51
66	59
54	148
71	115
58	67
71	123
143	48
65	133
103	62
72	77
157	98
127	50
51	66
84	80
122	39
102	87
72	110
46	86
72	115
125	50
65	99
103	123
54	72
69	104
121	61
29	67
98	103
98	91
43	65
111	83
51	86
44	85
100	103
85	143
44	130
55	119
118	77
87	83
66	128
83	116
75	69
72	82
116	85
70	100
88	118
84	111
124	79
30	98
44	53
74	110
105	117
42	171
121	93
121	90
109	108
76	95
116	77
78	85
94	75
97	92
57	84
113	79
92	94
143	87
120	77
150	28
66	106
53	75
36	137
62	71
89	111
63	110
86	96
87	124
107	66
113	130
116	80
77	108
134	99
107	103
54	133
102	56
74	97
104	129
117	89
100	71
77	90
120	67
44	157
70	79
84	119
96	113
106	96
115	70
107	41
63	123
133	38
59	118
114	131
39	101
52	120
117	103
48	92
60	134
82	76
70	116
163	42
93	100
112	100
41	112
111	112
104	103
129	43
104	65
63	146
125	114
87	107
51	105
87	72
87	63
116	96
80	96
62	86
97	102
74	99
62	77
