105	78
89	115
60	72
86	74
87	97
87	78
63	140
68	75
61	123
62	131
85	66
56	101
90	63
92	44
104	76
104	60
76	78
51	133
66	140
55	80
105	84
90	111
113	105
137	58
57	127
111	81
96	105
83	51
121	81
69	49
53	119
60	74
91	99
118	65
83	67
68	125
120	45
85	76
77	73
54	118
33	120
130	70
118	50
82	80
115	91
100	59
74	109
94	87
98	108
119	78
52	80
88	50
84	75
78	68
93	82
73	119
50	155
135	57
43	135
77	120
101	88
100	105
65	102
63	140
131	78
84	108
132	63
42	115
73	69
78	136
64	103
76	43
62	122
115	54
40	93
68	113
68	57
59	72
108	86
64	120
95	112
97	70
99	90
93	41
62	100
122	53
67	97
75	85
132	69
110	85
92	69
53	46
46	96
91	75
77	119
83	85
114	85
90	70
106	110
117	61
74	146
113	89
73	80
95	77
76	114
82	69
62	56
69	103
84	94
101	91
69	78
70	125
114	60
53	64
162	52
48	84
63	66
41	71
60	69
73	95
91	147
79	120
49	84
43	115
70	49
68	93
64	72
94	79
87	56
53	95
146	57
36	60
116	113
89	73
173	35
80	125
69	42
82	78
110	38
129	116
86	104
51	103
83	46
71	53
57	113
91	54
65	117
118	54
83	83
49	112
63	84
127	40
52	88
87	105
64	128
114	100
88	74
63	95
127	92
61	93
96	59
76	87
171	59
83	120
90	111
67	131
121	85
55	138
104	80
55	153
108	86
147	56
133	44
95	97
44	131
97	97
83	94
85	162
55	78
110	62
51	132
62	134
96	73
88	51
74	47
69	126
54	108
135	38
67	108
80	119
122	130
53	122
56	113
30	125
64	127
77	103
95	92
64	96
60	69
109	102
105	88
61	135
77	51
94	67
55	80
61	107
