83	92
78	80
60	121
53	133
97	107
38	103
100	133
102	166
86	116
86	87
86	144
67	80
117	83
126	100
93	36
76	89
53	99
131	71
51	112
90	119
128	92
68	93
59	92
41	95
131	136
93	90
56	125
57	125
72	42
84	87
94	107
103	113
85	49
65	151
102	67
101	132
109	112
49	88
119	81
107	59
67	120
126	79
72	68
96	129
73	142
45	61
64	97
135	96
83	158
94	59
48	168
97	94
62	124
57	72
136	90
99	84
79	123
54	135
160	87
95	77
108	123
82	75
59	136
98	72
74	60
75	116
58	149
143	65
100	101
91	93
29	132
114	82
69	55
80	104
149	74
94	86
83	45
46	113
68	131
73	98
63	109
65	91
121	76
135	87
67	101
85	107
105	67
85	104
55	132
74	53
54	124
64	82
64	102
88	98
47	126
79	41
125	58
75	83
45	133
151	43
100	97
147	64
105	76
74	105
78	110
97	114
63	105
58	104
93	84
131	82
69	86
100	43
31	86
117	90
67	100
37	85
75	117
65	127
90	93
60	86
52	130
56	94
68	108
83	79
57	45
120	98
101	79
98	60
125	93
113	139
55	87
75	85
107	47
72	104
109	98
75	70
78	61
83	102
105	77
69	97
59	107
82	75
74	110
146	67
124	84
68	74
81	105
60	66
55	85
75	60
128	91
44	114
79	60
78	103
23	111
55	74
72	91
62	85
173	79
64	66
137	47
61	143
77	92
33	100
81	110
92	84
39	177
47	61
122	51
110	64
34	100
92	95
95	99
57	96
97	96
94	54
146	76
69	75
142	70
82	78
67	92
85	76
55	46
37	129
109	94
47	118
58	78
129	69
93	53
100	71
44	155
79	103
51	164
89	66
100	63
103	161
49	69
111	112
99	52
83	85
91	55
79	141
107	84
82	118
97	60
89	83
89	67
