116	46
67	99
69	87
120	87
81	119
99	60
91	139
51	68
69	134
86	98
90	86
88	95
73	127
39	87
89	69
93	68
123	30
83	54
79	137
134	71
98	100
61	114
58	83
87	76
47	79
90	97
57	138
110	72
46	159
81	58
110	83
32	107
148	49
91	48
60	113
136	50
106	63
58	93
75	92
70	56
81	65
72	137
86	78
119	91
87	106
60	83
74	61
82	79
94	134
89	92
69	38
92	83
118	52
67	107
104	70
30	175
132	97
70	67
65	73
123	44
120	77
73	54
76	81
88	107
76	94
65	57
99	83
77	188
101	69
55	76
114	64
91	74
38	125
64	96
125	87
91	111
154	41
101	109
86	100
74	119
76	81
38	148
140	54
95	75
91	98
54	104
77	109
89	51
87	94
82	44
102	107
79	123
59	129
95	87
81	66
50	90
109	74
88	116
61	28
118	90
105	85
94	98
100	103
73	109
125	80
37	133
106	98
78	77
62	51
56	128
86	115
78	118
22	105
92	101
92	100
103	70
107	66
80	89
63	116
117	73
81	88
66	70
60	106
85	91
76	99
76	91
88	108
54	79
140	72
75	80
97	34
62	60
66	151
79	51
56	69
104	92
102	36
33	92
66	94
76	64
51	122
106	126
60	136
39	103
86	109
60	118
94	87
69	72
101	94
59	42
56	110
94	104
98	82
78	83
57	79
136	105
62	89
111	79
64	117
74	51
45	107
70	76
77	95
126	51
58	97
65	115
84	58
79	81
168	63
66	126
122	99
82	76
56	127
56	47
74	77
79	69
123	56
61	111
91	110
98	34
37	140
94	101
89	108
75	67
53	119
71	94
106	48
130	67
72	98
121	56
97	105
90	90
68	65
81	143
93	123
151	99
62	141
115	109
68	104
69	93
81	93
75	132
98	92
105	83
65	136
94	97
137	74
